"Stacja","Województwo"
"Pyrzowice Lotnisko","Śląskie"
"Pyrzowice Lotnisko ","Śląskie"
"Miasteczko Śląskie Centrum","Śląskie"
"Miasteczko Śląskie Centrum ","Śląskie"
"Siewierz","Śląskie"
"Siewierz ","Śląskie"
"Mierzęcice","Śląskie"
"Mierzęcice ","Śląskie"
"Przybyłowice","Dolnośląskie"
"Przybyłowice ","Dolnośląskie"
"Legnica Strefa","Dolnośląskie"
"Legnica Strefa ","Dolnośląskie"
"Stary Jawor","Dolnośląskie"
"Stary Jawor ","Dolnośląskie"
"Poręba","Śląskie"
"Poręba ","Śląskie"
"Pustków Żurawski","Dolnośląskie"
"Pustków Żurawski ","Dolnośląskie"
"Rogów Sobócki","Dolnośląskie"
"Rogów Sobócki ","Dolnośląskie"
"Wierzbice","Dolnośląskie"
"Wierzbice ","Dolnośląskie"
"Gierałtów Wykroty","Dolnośląskie"
"Gierałtów Wykroty ","Dolnośląskie"
"Ciechanowice","Dolnośląskie"
"Ciechanowice ","Dolnośląskie"
"Gierałtów","Dolnośląskie"
"Gierałtów ","Dolnośląskie"
"Skalite Serafinov","brak danych (Słowacja)"
"Skalite Serafinov ","brak danych (Słowacja)"
"Skalite","brak danych (Słowacja)"
"Skalite ","brak danych (Słowacja)"
"Skalite pod Polanou","brak danych (Słowacja)"
"Skalite pod Polanou ","brak danych (Słowacja)"
"Skalite Kudlov","brak danych (Słowacja)"
"Skalite Kudlov ","brak danych (Słowacja)"
"Olesno Śląskie","Opolskie"
"Olesno Śląskie ","Opolskie"
"Frankfurt/Oder","brak danych (Niemcy)"
"Frankfurt/Oder ","brak danych (Niemcy)"
"Ubocze","Dolnośląskie"
"Ubocze ","Dolnośląskie"
"Tarnów Opolski","Opolskie"
"Tarnów Opolski ","Opolskie"
"Szymiszów","Opolskie"
"Szymiszów ","Opolskie"
"Otmice","Opolskie"
"Otmice ","Opolskie"
"Najmowo","Mazowieckie"
"Najmowo ","Mazowieckie"
"Konojady","Mazowieckie"
"Konojady ","Mazowieckie"
"Stare Grudze","Mazowieckie"
"Stare Grudze ","Mazowieckie"
"Radzymin","Mazowieckie"
"Radzymin ","Mazowieckie"
"Nieporęt","Mazowieckie"
"Nieporęt ","Mazowieckie"
"Dąbkowizna","Mazowieckie"
"Dąbkowizna ","Mazowieckie"
"Namysłów","Opolskie"
"Namysłów ","Opolskie"
"Sierakowice Skierniewickie","Łódzkie"
"Sierakowice Skierniewickie ","Łódzkie"
"Mokra","Śląskie"
"Mokra ","Śląskie"
"Bełchów","Łódzkie"
"Bełchów ","Łódzkie"
"Bobrowniki","Łódzkie"
"Bobrowniki ","Łódzkie"
"Olza","Śląskie"
"Olza ","Śląskie"
"Wodzisław Śląski Centrum","Śląskie"
"Wodzisław Śląski Centrum ","Śląskie"
"Czyżowice","Śląskie"
"Czyżowice ","Śląskie"
"Bełsznica","Śląskie"
"Bełsznica ","Śląskie"
"Lisowo","Zachodniopomorskie"
"Lisowo ","Zachodniopomorskie"
"Młyńsko","Dolnośląskie"
"Młyńsko ","Dolnośląskie"
"Kwieciszowice","Dolnośląskie"
"Kwieciszowice ","Dolnośląskie"
"Żychlin","Łódzkie"
"Żychlin ","Łódzkie"
"Rybnica","Dolnośląskie"
"Rybnica ","Dolnośląskie"
"Mieszkowice","Zachodniopomorskie"
"Mieszkowice ","Zachodniopomorskie"
"Klementowice","Lubelskie"
"Klementowice ","Lubelskie"
"Sadurki","Lubelskie"
"Sadurki ","Lubelskie"
"Miłocin Lubelski","Lubelskie"
"Miłocin Lubelski ","Lubelskie"
"Pyzówka","Małopolskie"
"Pyzówka ","Małopolskie"
"Ełk","Warmińsko-Mazurskie"
"Ełk ","Warmińsko-Mazurskie"
"Łopatki","Lubelskie"
"Łopatki ","Lubelskie"
"Gołąb","Lubelskie"
"Gołąb ","Lubelskie"
"Szczytno","Warmińsko-Mazurskie"
"Szczytno ","Warmińsko-Mazurskie"
"Matysy","Podlaskie"
"Matysy ","Podlaskie"
"Szachy","Mazowieckie"
"Szachy ","Mazowieckie"
"Porosiuki","Lubelskie"
"Porosiuki ","Lubelskie"
"Budachów","Lubuskie"
"Budachów ","Lubuskie"
"Radnica","Lubuskie"
"Radnica ","Lubuskie"
"Skoki - Borowa","Wielkopolskie"
"Skoki - Borowa ","Wielkopolskie"
"Puławy","Lubelskie"
"Puławy ","Lubelskie"
"Puławy Chemia","Lubelskie"
"Puławy Chemia ","Lubelskie"
"Końskowola","Lubelskie"
"Końskowola ","Lubelskie"
"Motycz Leśny","Lubelskie"
"Motycz Leśny ","Lubelskie"
"Czesławice","Lubelskie"
"Czesławice ","Lubelskie"
"Motycz","Lubelskie"
"Motycz ","Lubelskie"
"Stasin Polny","Lubelskie"
"Stasin Polny ","Lubelskie"
"Jerzmanice Lubuskie","Lubuskie"
"Jerzmanice Lubuskie ","Lubuskie"
"Szaniawy","Mazowieckie"
"Szaniawy ","Mazowieckie"
"Brzozowica","Lubelskie"
"Brzozowica ","Lubelskie"
"Sitno","Lubelskie"
"Sitno ","Lubelskie"
"Łuków Zapowiednik","Lubelskie"
"Łuków Zapowiednik ","Lubelskie"
"Misie","Lubelskie"
"Misie ","Lubelskie"
"Sokule","Lubelskie"
"Sokule ","Lubelskie"
"Rokiciny Podhalańskie","Małopolskie"
"Rokiciny Podhalańskie ","Małopolskie"
"Raba Wyżna","Małopolskie"
"Raba Wyżna ","Małopolskie"
"Lasek","Małopolskie"
"Lasek ","Małopolskie"
"Blachownia","Śląskie"
"Blachownia ","Śląskie"
"Sieniawa","Podkarpackie"
"Sieniawa ","Podkarpackie"
"Twardogóra","Dolnośląskie"
"Twardogóra ","Dolnośląskie"
"Ustroń Zdrój","Śląskie"
"Ustroń Zdrój ","Śląskie"
"Przysucha","Mazowieckie"
"Przysucha ","Mazowieckie"
"Herby Stare","Śląskie"
"Herby Stare ","Śląskie"
"Ustroń Polana","Śląskie"
"Ustroń Polana ","Śląskie"
"Piechowice","Dolnośląskie"
"Piechowice ","Dolnośląskie"
"Wisła Uzdrowisko","Śląskie"
"Wisła Uzdrowisko ","Śląskie"
"Jelenia Góra Cieplice","Dolnośląskie"
"Jelenia Góra Cieplice ","Dolnośląskie"
"Solniki Wielkie","Dolnośląskie"
"Solniki Wielkie ","Dolnośląskie"
"Bierutów","Dolnośląskie"
"Bierutów ","Dolnośląskie"
"Pliszka","Lubuskie"
"Pliszka ","Lubuskie"
"Gądków Wielki","Lubuskie"
"Gądków Wielki ","Lubuskie"
"Bytnica","Lubuskie"
"Bytnica ","Lubuskie"
"Nietkowice","Lubuskie"
"Nietkowice ","Lubuskie"
"Goleszów Górny","Śląskie"
"Goleszów Górny ","Śląskie"
"Cieszyn Uniwersytet","Śląskie"
"Cieszyn Uniwersytet ","Śląskie"
"Będów","Śląskie"
"Będów ","Śląskie"
"Bażanowice","Śląskie"
"Bażanowice ","Śląskie"
"Samborowo","Warmińsko-Mazurskie"
"Samborowo ","Warmińsko-Mazurskie"
"Biesal","Warmińsko-Mazurskie"
"Biesal ","Warmińsko-Mazurskie"
"Unieszewo","Warmińsko-Mazurskie"
"Unieszewo ","Warmińsko-Mazurskie"
"Stare Jabłonki","Warmińsko-Mazurskie"
"Stare Jabłonki ","Warmińsko-Mazurskie"
"Toszek","Śląskie"
"Toszek ","Śląskie"
"Paczyna","Śląskie"
"Paczyna ","Śląskie"
"Ligota Toszecka","Śląskie"
"Ligota Toszecka ","Śląskie"
"Kotulin","Śląskie"
"Kotulin ","Śląskie"
"Błotnica Strzelecka","Opolskie"
"Błotnica Strzelecka ","Opolskie"
"Szklarska Poręba Średnia","Dolnośląskie"
"Szklarska Poręba Średnia ","Dolnośląskie"
"Szklarska Poręba Dolna","Dolnośląskie"
"Szklarska Poręba Dolna ","Dolnośląskie"
"Rokita","Zachodniopomorskie"
"Rokita ","Zachodniopomorskie"
"Łoźnica","Zachodniopomorskie"
"Łoźnica ","Zachodniopomorskie"
"Białuń","Zachodniopomorskie"
"Białuń ","Zachodniopomorskie"
"Gliwice Kuźnica","Śląskie"
"Gliwice Kuźnica ","Śląskie"
"Włoszakowice","Wielkopolskie"
"Włoszakowice ","Wielkopolskie"
"Wilkowice","Wielkopolskie"
"Wilkowice ","Wielkopolskie"
"Krzycko Wielkie","Wielkopolskie"
"Krzycko Wielkie ","Wielkopolskie"
"Nowogard","Zachodniopomorskie"
"Nowogard ","Zachodniopomorskie"
"Nosówko","Zachodniopomorskie"
"Nosówko ","Zachodniopomorskie"
"Białośliwie","Wielkopolskie"
"Białośliwie ","Wielkopolskie"
"Miasteczko Krajeńskie","Wielkopolskie"
"Miasteczko Krajeńskie ","Wielkopolskie"
"Kaczory","Wielkopolskie"
"Kaczory ","Wielkopolskie"
"Krostkowo","Wielkopolskie"
"Krostkowo ","Wielkopolskie"
"Opoczno","Łódzkie"
"Opoczno ","Łódzkie"
"Rajsk","Podlaskie"
"Rajsk ","Podlaskie"
"Orzechowicze","Podlaskie"
"Orzechowicze ","Podlaskie"
"Strabla","Podlaskie"
"Strabla ","Podlaskie"
"Lewickie","Podlaskie"
"Lewickie ","Podlaskie"
"Białystok Nowe Miasto","Podlaskie"
"Białystok Nowe Miasto ","Podlaskie"
"Białystok Stadion","Podlaskie"
"Białystok Stadion ","Podlaskie"
"Zimnochy","Podlaskie"
"Zimnochy ","Podlaskie"
"Hryniewicze","Podlaskie"
"Hryniewicze ","Podlaskie"
"Hołówki Duże","Podlaskie"
"Hołówki Duże ","Podlaskie"
"Częstochowa Gnaszyn","Śląskie"
"Częstochowa Gnaszyn ","Śląskie"
"Muszyna","Małopolskie"
"Muszyna ","Małopolskie"
"Bierawa","Opolskie"
"Bierawa ","Opolskie"
"Racibory","Podlaskie"
"Racibory ","Podlaskie"
"Szymbory","Podlaskie"
"Szymbory ","Podlaskie"
"Jabłoń Kościelna","Podlaskie"
"Jabłoń Kościelna ","Podlaskie"
"Zdrody Nowe","Podlaskie"
"Zdrody Nowe ","Podlaskie"
"Łapy Osse","Podlaskie"
"Łapy Osse ","Podlaskie"
"Kędzierzyn-Koźle Azoty","Opolskie"
"Kędzierzyn-Koźle Azoty ","Opolskie"
"Wilków Namysłowski","Opolskie"
"Wilków Namysłowski ","Opolskie"
"Koźlice","Dolnośląskie"
"Koźlice ","Dolnośląskie"
"Końskie","Świętokrzyskie"
"Końskie ","Świętokrzyskie"
"Rynarcice","Dolnośląskie"
"Rynarcice ","Dolnośląskie"
"Szczecin Żydowce","Zachodniopomorskie"
"Szczecin Żydowce ","Zachodniopomorskie"
"Skoczów Bładnice","Śląskie"
"Skoczów Bładnice ","Śląskie"
"Kochanowice","Śląskie"
"Kochanowice ","Śląskie"
"Dziergowice","Opolskie"
"Dziergowice ","Opolskie"
"Lisów","Świętokrzyskie"
"Lisów ","Świętokrzyskie"
"Siemiatycze","Podlaskie"
"Siemiatycze ","Podlaskie"
"Nurzec","Podlaskie"
"Nurzec ","Podlaskie"
"Zaklików","Lubelskie"
"Zaklików ","Lubelskie"
"Sarnaki","Mazowieckie"
"Sarnaki ","Mazowieckie"
"Niemojki","Mazowieckie"
"Niemojki ","Mazowieckie"
"Osina","Zachodniopomorskie"
"Osina ","Zachodniopomorskie"
"Zebrzydowice","Śląskie"
"Zebrzydowice ","Śląskie"
"Ptaszkowa","Małopolskie"
"Ptaszkowa ","Małopolskie"
"Mszalnica","Małopolskie"
"Mszalnica ","Małopolskie"
"Nowy Sącz Jamnica","Małopolskie"
"Nowy Sącz Jamnica ","Małopolskie"
"Nowy Sącz Gorzków","Małopolskie"
"Nowy Sącz Gorzków ","Małopolskie"
"Kamionka Wielka","Małopolskie"
"Kamionka Wielka ","Małopolskie"
"Żegiestów-Zdrój","Małopolskie"
"Żegiestów-Zdrój ","Małopolskie"
"Łomnica-Zdrój","Małopolskie"
"Łomnica-Zdrój ","Małopolskie"
"Gryfice","Zachodniopomorskie"
"Gryfice ","Zachodniopomorskie"
"Narzym","Warmińsko-Mazurskie"
"Narzym ","Warmińsko-Mazurskie"
"Iłowo","Warmińsko-Mazurskie"
"Iłowo ","Warmińsko-Mazurskie"
"Ustronie Morskie","Zachodniopomorskie"
"Ustronie Morskie ","Zachodniopomorskie"
"Trzebiatów","Zachodniopomorskie"
"Trzebiatów ","Zachodniopomorskie"
"Ustroń","Śląskie"
"Ustroń ","Śląskie"
"Wierchomla Wielka","Małopolskie"
"Wierchomla Wielka ","Małopolskie"
"Ustroń Brzegi","Śląskie"
"Ustroń Brzegi ","Śląskie"
"Wisła Jawornik","Śląskie"
"Wisła Jawornik ","Śląskie"
"Wilczyska","Małopolskie"
"Wilczyska ","Małopolskie"
"Nowawieś Mochy","Lubuskie"
"Nowawieś Mochy ","Lubuskie"
"Wisła Głębce","Śląskie"
"Wisła Głębce ","Śląskie"
"Wisła Dziechcinka","Śląskie"
"Wisła Dziechcinka ","Śląskie"
"Wisła Kopydło","Śląskie"
"Wisła Kopydło ","Śląskie"
"Wołczyn","Opolskie"
"Wołczyn ","Opolskie"
"Smardy","Opolskie"
"Smardy ","Opolskie"
"Gręboszów","Opolskie"
"Gręboszów ","Opolskie"
"Domaszowice","Opolskie"
"Domaszowice ","Opolskie"
"Wierzbica Górna","Opolskie"
"Wierzbica Górna ","Opolskie"
"Gogolewo","Wielkopolskie"
"Gogolewo ","Wielkopolskie"
"Wojanów","Dolnośląskie"
"Wojanów ","Dolnośląskie"
"Trzcińsko","Dolnośląskie"
"Trzcińsko ","Dolnośląskie"
"Boszkowo","Wielkopolskie"
"Boszkowo ","Wielkopolskie"
"Wroniawy","Wielkopolskie"
"Wroniawy ","Wielkopolskie"
"Nowy Solec","Wielkopolskie"
"Nowy Solec ","Wielkopolskie"
"Nowy Widzim","Wielkopolskie"
"Nowy Widzim ","Wielkopolskie"
"Wolin","Zachodniopomorskie"
"Wolin ","Zachodniopomorskie"
"Starkowo","Zachodniopomorskie"
"Starkowo ","Zachodniopomorskie"
"Perkowo","Zachodniopomorskie"
"Perkowo ","Zachodniopomorskie"
"Mirsk","Dolnośląskie"
"Mirsk ","Dolnośląskie"
"Błotnica","Dolnośląskie"
"Błotnica ","Dolnośląskie"
"Taciszów","Śląskie"
"Taciszów ","Śląskie"
"Sławięcice","Opolskie"
"Sławięcice ","Opolskie"
"Rudziniec Gliwicki","Śląskie"
"Rudziniec Gliwicki ","Śląskie"
"Rzeczyce Śląskie","Śląskie"
"Rzeczyce Śląskie ","Śląskie"
"Mokre","Opolskie"
"Mokre ","Opolskie"
"Niedrzwica","Lubelskie"
"Niedrzwica ","Lubelskie"
"Lublin Zemborzyce","Lubelskie"
"Lublin Zemborzyce ","Lubelskie"
"Majdan","Lubelskie"
"Majdan ","Lubelskie"
"Krężnica Jara","Lubelskie"
"Krężnica Jara ","Lubelskie"
"Wilkołaz","Lubelskie"
"Wilkołaz ","Lubelskie"
"Wilkołaz Wieś","Lubelskie"
"Wilkołaz Wieś ","Lubelskie"
"Niedrzwica Kościelna","Lubelskie"
"Niedrzwica Kościelna ","Lubelskie"
"Leśniczówka","Lubelskie"
"Leśniczówka ","Lubelskie"
"Świnoujście Warszów","Zachodniopomorskie"
"Świnoujście Warszów ","Zachodniopomorskie"
"Szczepanów","Śląskie"
"Szczepanów ","Śląskie"
"Pszenno","Dolnośląskie"
"Pszenno ","Dolnośląskie"
"Zaręby Kościelne","Mazowieckie"
"Zaręby Kościelne ","Mazowieckie"
"Szulborze Wielkie","Mazowieckie"
"Szulborze Wielkie ","Mazowieckie"
"Starczów","Dolnośląskie"
"Starczów ","Dolnośląskie"
"Kietlanka","Mazowieckie"
"Kietlanka ","Mazowieckie"
"Stobno","Zachodniopomorskie"
"Stobno ","Zachodniopomorskie"
"Siedlisko Czarnkowskie","Wielkopolskie"
"Siedlisko Czarnkowskie ","Wielkopolskie"
"Biernatowo","Wielkopolskie"
"Biernatowo ","Wielkopolskie"
"Bobowa","Małopolskie"
"Bobowa ","Małopolskie"
"Biała Pilska","Łódzkie"
"Biała Pilska ","Łódzkie"
"Ławica","Wielkopolskie"
"Ławica ","Wielkopolskie"
"Bardo Przyłęk","Dolnośląskie"
"Bardo Przyłęk ","Dolnośląskie"
"Rudnik nad Sanem","Podkarpackie"
"Rudnik nad Sanem ","Podkarpackie"
"Nisko","Podkarpackie"
"Nisko ","Podkarpackie"
"Jankowa","Małopolskie"
"Jankowa ","Małopolskie"
"Linowo","Kujawsko-Pomorskie"
"Linowo ","Kujawsko-Pomorskie"
"Mełno","Kujawsko-Pomorskie"
"Mełno ","Kujawsko-Pomorskie"
"Boguszewo","Kujawsko-Pomorskie"
"Boguszewo ","Kujawsko-Pomorskie"
"Bursztynowo","Kujawsko-Pomorskie"
"Bursztynowo ","Kujawsko-Pomorskie"
"Zosinów","Mazowieckie"
"Zosinów ","Mazowieckie"
"Złotniki Kutnowskie","Łódzkie"
"Złotniki Kutnowskie ","Łódzkie"
"Sklęczki","Łódzkie"
"Sklęczki ","Łódzkie"
"Niedźwiada Łowicka","Łódzkie"
"Niedźwiada Łowicka ","Łódzkie"
"Jackowice","Łódzkie"
"Jackowice ","Łódzkie"
"Nicwałd","Kujawsko-Pomorskie"
"Nicwałd ","Kujawsko-Pomorskie"
"Pułankowice","Lubelskie"
"Pułankowice ","Lubelskie"
"Widuchowa","Zachodniopomorskie"
"Widuchowa ","Zachodniopomorskie"
"Krzywin Gryfiński","Zachodniopomorskie"
"Krzywin Gryfiński ","Zachodniopomorskie"
"Lisie Pole","Zachodniopomorskie"
"Lisie Pole ","Zachodniopomorskie"
"Dolna Odra","Zachodniopomorskie"
"Dolna Odra ","Zachodniopomorskie"
"Zieleń","Kujawsko-Pomorskie"
"Zieleń ","Kujawsko-Pomorskie"
"Turzno","Kujawsko-Pomorskie"
"Turzno ","Kujawsko-Pomorskie"
"Rychnowo Wielkie","Warmińsko-Mazurskie"
"Rychnowo Wielkie ","Warmińsko-Mazurskie"
"Papowo Toruńskie","Kujawsko-Pomorskie"
"Papowo Toruńskie ","Kujawsko-Pomorskie"
"Książki","Kujawsko-Pomorskie"
"Książki ","Kujawsko-Pomorskie"
"Kamionki Jezioro","Zachodniopomorskie"
"Kamionki Jezioro ","Zachodniopomorskie"
"Kołobrzeg Stadion","Zachodniopomorskie"
"Kołobrzeg Stadion ","Zachodniopomorskie"
"Czarna Białostocka","Podlaskie"
"Czarna Białostocka ","Podlaskie"
"Świnoujście Przytór","Zachodniopomorskie"
"Świnoujście Przytór ","Zachodniopomorskie"
"Wasilków","Podlaskie"
"Wasilków ","Podlaskie"
"Rozedranka","Podlaskie"
"Rozedranka ","Podlaskie"
"Machnacz","Podlaskie"
"Machnacz ","Podlaskie"
"Geniusze","Podlaskie"
"Geniusze ","Podlaskie"
"Wólka Ratowiecka","Podlaskie"
"Wólka Ratowiecka ","Podlaskie"
"Czarny Blok","Podlaskie"
"Czarny Blok ","Podlaskie"
"Płoty","Zachodniopomorskie"
"Płoty ","Zachodniopomorskie"
"Ozimek","Opolskie"
"Ozimek ","Opolskie"
"Opatówek","Wielkopolskie"
"Opatówek ","Wielkopolskie"
"Kobylany","Małopolskie"
"Kobylany ","Małopolskie"
"Dobrynka","Podlaskie"
"Dobrynka ","Podlaskie"
"Charnowo Słupskie","Pomorskie"
"Charnowo Słupskie ","Pomorskie"
"Wolanów","Mazowieckie"
"Wolanów ","Mazowieckie"
"Strzelinko","Pomorskie"
"Strzelinko ","Pomorskie"
"Słupsk Północny","Pomorskie"
"Słupsk Północny ","Pomorskie"
"Gałęzinowo","Pomorskie"
"Gałęzinowo ","Pomorskie"
"Wieniawa","Mazowieckie"
"Wieniawa ","Mazowieckie"
"Skrzynno","Mazowieckie"
"Skrzynno ","Mazowieckie"
"Podbór","Mazowieckie"
"Podbór ","Mazowieckie"
"Chronów","Mazowieckie"
"Chronów ","Mazowieckie"
"Radom Potkanów","Mazowieckie"
"Radom Potkanów ","Mazowieckie"
"Perkowice","Mazowieckie"
"Perkowice ","Mazowieckie"
"Ogrodniki","Mazowieckie"
"Ogrodniki ","Mazowieckie"
"Kończyce Radomskie","Mazowieckie"
"Kończyce Radomskie ","Mazowieckie"
"Kosów","Mazowieckie"
"Kosów ","Mazowieckie"
"Ustka Uroczysko","Pomorskie"
"Ustka Uroczysko ","Pomorskie"
"Wyszomierz","Pomorskie"
"Wyszomierz ","Pomorskie"
"Wrześnica","Pomorskie"
"Wrześnica ","Pomorskie"
"Sycewice","Pomorskie"
"Sycewice ","Pomorskie"
"Reblino","Pomorskie"
"Reblino ","Pomorskie"
"Cierpice","Kujawsko-Pomorskie"
"Cierpice ","Kujawsko-Pomorskie"
"Szadkowice","Łódzkie"
"Szadkowice ","Łódzkie"
"Tomaszówek","Łódzkie"
"Tomaszówek ","Łódzkie"
"Słomianka","Łódzkie"
"Słomianka ","Łódzkie"
"Bratków","Mazowieckie"
"Bratków ","Mazowieckie"
"Jeleń","Śląskie"
"Jeleń ","Śląskie"
"Stalowa Wola Południe","Podkarpackie"
"Stalowa Wola Południe ","Podkarpackie"
"Stalowa Wola","Podkarpackie"
"Stalowa Wola ","Podkarpackie"
"Naterki","Warmińsko-Mazurskie"
"Naterki ","Warmińsko-Mazurskie"
"Płock Radziwie","Mazowieckie"
"Płock Radziwie ","Mazowieckie"
"Sierakówek","Mazowieckie"
"Sierakówek ","Mazowieckie"
"Ząbkowice Śląskie","Dolnośląskie"
"Ząbkowice Śląskie ","Dolnośląskie"
"Rogożew","Dolnośląskie"
"Rogożew ","Dolnośląskie"
"Jelenia Góra Sobieszów","Dolnośląskie"
"Jelenia Góra Sobieszów ","Dolnośląskie"
"Raciborów Kutnowski","Łódzkie"
"Raciborów Kutnowski ","Łódzkie"
"Kutno Azory","Łódzkie"
"Kutno Azory ","Łódzkie"
"Warnowo","Zachodniopomorskie"
"Warnowo ","Zachodniopomorskie"
"Ładzin","Zachodniopomorskie"
"Ładzin ","Zachodniopomorskie"
"Parłówko","Zachodniopomorskie"
"Parłówko ","Zachodniopomorskie"
"Warząchewka","Kujawsko-Pomorskie"
"Warząchewka ","Kujawsko-Pomorskie"
"Wiktorowo","Kujawsko-Pomorskie"
"Wiktorowo ","Kujawsko-Pomorskie"
"Kaliska Kujawskie","Kujawsko-Pomorskie"
"Kaliska Kujawskie ","Kujawsko-Pomorskie"
"Gołaszewo Kujawskie","Kujawsko-Pomorskie"
"Gołaszewo Kujawskie ","Kujawsko-Pomorskie"
"Czerniewice","Kujawsko-Pomorskie"
"Czerniewice ","Kujawsko-Pomorskie"
"Kęty","Małopolskie"
"Kęty ","Małopolskie"
"Chybie Mnich","Śląskie"
"Chybie Mnich ","Śląskie"
"Stryszów","Małopolskie"
"Stryszów ","Małopolskie"
"Stronie","Małopolskie"
"Stronie ","Małopolskie"
"Nowogród Osiedle","Łódzkie"
"Nowogród Osiedle ","Łódzkie"
"Czekanów","Małopolskie"
"Czekanów ","Małopolskie"
"Zembrzyce","Małopolskie"
"Zembrzyce ","Małopolskie"
"Dąbrówka Jezioro Mucharskie","Małopolskie"
"Dąbrówka Jezioro Mucharskie ","Małopolskie"
"Ociąż","Wielkopolskie"
"Ociąż ","Wielkopolskie"
"Kalisz Szczypiorno","Wielkopolskie"
"Kalisz Szczypiorno ","Wielkopolskie"
"Troszyn","Zachodniopomorskie"
"Troszyn ","Zachodniopomorskie"
"Cesky Tesin","brak danych (Czechy)"
"Cesky Tesin ","brak danych (Czechy)"
"Świnoujście Port","Zachodniopomorskie"
"Świnoujście Port ","Zachodniopomorskie"
"Marzenin","Wielkopolskie"
"Marzenin ","Wielkopolskie"
"Czerniejewo","Wielkopolskie"
"Czerniejewo ","Wielkopolskie"
"Żerków","Wielkopolskie"
"Żerków ","Wielkopolskie"
"Żydowo","Wielkopolskie"
"Żydowo ","Wielkopolskie"
"Orzechowo","Wielkopolskie"
"Orzechowo ","Wielkopolskie"
"Miłosław","Wielkopolskie"
"Miłosław ","Wielkopolskie"
"Obłaczkowo","Wielkopolskie"
"Obłaczkowo ","Wielkopolskie"
"Książno","Wielkopolskie"
"Książno ","Wielkopolskie"
"Gębarzewo","Wielkopolskie"
"Gębarzewo ","Wielkopolskie"
"Chwalibogowo","Wielkopolskie"
"Chwalibogowo ","Wielkopolskie"
"Radlin Wielkopolski","Wielkopolskie"
"Radlin Wielkopolski ","Wielkopolskie"
"Żabowo","Zachodniopomorskie"
"Żabowo ","Zachodniopomorskie"
"Baszewice","Zachodniopomorskie"
"Baszewice ","Zachodniopomorskie"
"Mścice","Zachodniopomorskie"
"Mścice ","Zachodniopomorskie"
"Mosty","Zachodniopomorskie"
"Mosty ","Zachodniopomorskie"
"Szczecin Gumieńce","Zachodniopomorskie"
"Szczecin Gumieńce ","Zachodniopomorskie"
"Loecknitz","brak danych (Niemcy)"
"Loecknitz ","brak danych (Niemcy)"
"Grambow","brak danych (Niemcy)"
"Grambow ","brak danych (Niemcy)"
"Pławna","Małopolskie"
"Pławna ","Małopolskie"
"Kłokowa","Małopolskie"
"Kłokowa ","Małopolskie"
"Siedliska koło Tuchowa","Małopolskie"
"Siedliska koło Tuchowa ","Małopolskie"
"Chojnik","Małopolskie"
"Chojnik ","Małopolskie"
"Lubaszowa","Małopolskie"
"Lubaszowa ","Małopolskie"
"Żory","Śląskie"
"Żory ","Śląskie"
"Charsznica","Małopolskie"
"Charsznica ","Małopolskie"
"Sosnowiec Dańdówka","Śląskie"
"Sosnowiec Dańdówka ","Śląskie"
"Jeżówka","Małopolskie"
"Jeżówka ","Małopolskie"
"Gajówka","Małopolskie"
"Gajówka ","Małopolskie"
"Sławków","Śląskie"
"Sławków ","Śląskie"
"Bukowno Przymiarki","Małopolskie"
"Bukowno Przymiarki ","Małopolskie"
"Małomice","Lubuskie"
"Małomice ","Lubuskie"
"Sosnowiec Porąbka","Śląskie"
"Sosnowiec Porąbka ","Śląskie"
"Sosnowiec Kazimierz","Śląskie"
"Sosnowiec Kazimierz ","Śląskie"
"Dąbrowa Górnicza Wschodnia","Śląskie"
"Dąbrowa Górnicza Wschodnia ","Śląskie"
"Dąbrowa Górnicza Strzemieszyce","Śląskie"
"Dąbrowa Górnicza Strzemieszyce ","Śląskie"
"Milówka","Śląskie"
"Milówka ","Śląskie"
"Rajcza","Śląskie"
"Rajcza ","Śląskie"
"Polana Jakuszycka","Dolnośląskie"
"Polana Jakuszycka ","Dolnośląskie"
"Milówka Zabawa","Śląskie"
"Milówka Zabawa ","Śląskie"
"Harrachov","brak danych (Czechy)"
"Harrachov ","brak danych (Czechy)"
"Szastarka","Lubelskie"
"Szastarka ","Lubelskie"
"Sulów","Lubelskie"
"Sulów ","Lubelskie"
"Cisiec","Śląskie"
"Cisiec ","Śląskie"
"Jerzmanki","Dolnośląskie"
"Jerzmanki ","Dolnośląskie"
"Sól","Śląskie"
"Sól ","Śląskie"
"Mikułowa","Dolnośląskie"
"Mikułowa ","Dolnośląskie"
"Zaręba","Dolnośląskie"
"Zaręba ","Dolnośląskie"
"Batowice Lubańskie","Dolnośląskie"
"Batowice Lubańskie ","Dolnośląskie"
"Szklarska Poręba Huta","Dolnośląskie"
"Szklarska Poręba Huta ","Dolnośląskie"
"Rycerka","Śląskie"
"Rycerka ","Śląskie"
"Rajcza Centrum","Śląskie"
"Rajcza Centrum ","Śląskie"
"Sól Kiczora","Śląskie"
"Sól Kiczora ","Śląskie"
"Laliki","Śląskie"
"Laliki ","Śląskie"
"Wadowice","Małopolskie"
"Wadowice ","Małopolskie"
"Andrychów","Małopolskie"
"Andrychów ","Małopolskie"
"Górzyca Reska","Zachodniopomorskie"
"Górzyca Reska ","Zachodniopomorskie"
"Gąbin","Mazowieckie"
"Gąbin ","Mazowieckie"
"Port Lotniczy Szczecin Goleniów","Zachodniopomorskie"
