"Stacja","Województwo"
"Port Lotniczy Szczecin Goleniów ","Zachodniopomorskie"
"Rudzienice Suskie","Warmińsko-Mazurskie"
"Rudzienice Suskie ","Warmińsko-Mazurskie"
"Pikus","Warmińsko-Mazurskie"
"Pikus ","Warmińsko-Mazurskie"
"Łambinowice","Opolskie"
"Łambinowice ","Opolskie"
"Szydłów","Świętokrzyskie"
"Szydłów ","Świętokrzyskie"
"Tułowice","Opolskie"
"Tułowice ","Opolskie"
"Sowin","Opolskie"
"Sowin ","Opolskie"
"Goszczowice","Opolskie"
"Goszczowice ","Opolskie"
"Szydłów Centrum","Świętokrzyskie"
"Szydłów Centrum ","Świętokrzyskie"
"Opole Chmielowice","Opolskie"
"Opole Chmielowice ","Opolskie"
"Komprachcice","Opolskie"
"Komprachcice ","Opolskie"
"Wyszków Śląski","Dolnośląskie"
"Wyszków Śląski ","Dolnośląskie"
"Nysa Wschodnia","Opolskie"
"Nysa Wschodnia ","Opolskie"
"Mańkowice","Opolskie"
"Mańkowice ","Opolskie"
"Kubice","Opolskie"
"Kubice ","Opolskie"
"Jasienica Dolna","Opolskie"
"Jasienica Dolna ","Opolskie"
"Budziszowice","Dolnośląskie"
"Budziszowice ","Dolnośląskie"
"Tarnobrzeg","Podkarpackie"
"Tarnobrzeg ","Podkarpackie"
"Domanin","Wielkopolskie"
"Domanin ","Wielkopolskie"
"Przygodzice","Wielkopolskie"
"Przygodzice ","Wielkopolskie"
"Niedźwiedź Wielkopolski","Wielkopolskie"
"Niedźwiedź Wielkopolski ","Wielkopolskie"
"Antonin","Wielkopolskie"
"Antonin ","Wielkopolskie"
"Janków Przygodzki","Wielkopolskie"
"Janków Przygodzki ","Wielkopolskie"
"Szczecin Trzebusz","Zachodniopomorskie"
"Szczecin Trzebusz ","Zachodniopomorskie"
"Nowa Dęba","Podkarpackie"
"Nowa Dęba ","Podkarpackie"
"Jordanów","Małopolskie"
"Jordanów ","Małopolskie"
"Osielec","Małopolskie"
"Osielec ","Małopolskie"
"Kojszówka","Małopolskie"
"Kojszówka ","Małopolskie"
"Odolanów","Wielkopolskie"
"Odolanów ","Wielkopolskie"
"Topola-Osiedle","Wielkopolskie"
"Topola-Osiedle ","Wielkopolskie"
"Tarchały Wielkie","Wielkopolskie"
"Tarchały Wielkie ","Wielkopolskie"
"Chocianów","Dolnośląskie"
"Chocianów ","Dolnośląskie"
"Pacholęta","Dolnośląskie"
"Pacholęta ","Dolnośląskie"
"Proszówka","Dolnośląskie"
"Proszówka ","Dolnośląskie"
"Orłowice","Dolnośląskie"
"Orłowice ","Dolnośląskie"
"Mroczkowice","Dolnośląskie"
"Mroczkowice ","Dolnośląskie"
"Wadowice Osiedle Podhalanin","Małopolskie"
"Wadowice Osiedle Podhalanin ","Małopolskie"
"Inwałd","Małopolskie"
"Inwałd ","Małopolskie"
"Chocznia","Małopolskie"
"Chocznia ","Małopolskie"
"Chocznia Górna","Małopolskie"
"Chocznia Górna ","Małopolskie"
"Chrząstowice","Opolskie"
"Chrząstowice ","Opolskie"
"Zabiele Wielkie","Mazowieckie"
"Zabiele Wielkie ","Mazowieckie"
"Krasiejów","Opolskie"
"Krasiejów ","Opolskie"
"Jastrząbka","Opolskie"
"Jastrząbka ","Opolskie"
"Fosowskie","Opolskie"
"Fosowskie ","Opolskie"
"Nowa Wieś Kościelna","Mazowieckie"
"Nowa Wieś Kościelna ","Mazowieckie"
"Grabowo","Mazowieckie"
"Grabowo ","Mazowieckie"
"Raszujka","Mazowieckie"
"Raszujka ","Mazowieckie"
"Parciaki","Mazowieckie"
"Parciaki ","Mazowieckie"
"Olszewka","Mazowieckie"
"Olszewka ","Mazowieckie"
"Ruszów","Dolnośląskie"
"Ruszów ","Dolnośląskie"
"Konin Żagański","Lubuskie"
"Konin Żagański ","Lubuskie"
"Iłowa Żagańska","Lubuskie"
"Iłowa Żagańska ","Lubuskie"
"Nowa Sarzyna","Podkarpackie"
"Nowa Sarzyna ","Podkarpackie"
"Leżajsk","Podkarpackie"
"Leżajsk ","Podkarpackie"
"Barłogi","Wielkopolskie"
"Barłogi ","Wielkopolskie"
"Kłodawa","Wielkopolskie"
"Kłodawa ","Wielkopolskie"
"Bystra Podhalańska","Małopolskie"
"Bystra Podhalańska ","Małopolskie"
"Skawa Środkowa","Małopolskie"
"Skawa Środkowa ","Małopolskie"
"Skawa","Małopolskie"
"Skawa ","Małopolskie"
"Juszczyn","Małopolskie"
"Juszczyn ","Małopolskie"
"Bieniów","Lubuskie"
"Bieniów ","Lubuskie"
"Dolice","Zachodniopomorskie"
"Dolice ","Zachodniopomorskie"
"Bystrzyca Kłodzka","Dolnośląskie"
"Bystrzyca Kłodzka ","Dolnośląskie"
"Kolin","brak danych (Czechy)"
"Kolin ","brak danych (Czechy)"
"Zamek Bulowicki","Małopolskie"
"Zamek Bulowicki ","Małopolskie"
"Bulowice","Małopolskie"
"Bulowice ","Małopolskie"
"Andrychów Górnica","Małopolskie"
"Andrychów Górnica ","Małopolskie"
"Błaszki","Łódzkie"
"Błaszki ","Łódzkie"
"Gniewkowo","Kujawsko-Pomorskie"
"Gniewkowo ","Kujawsko-Pomorskie"
"Wierzchosławice","Kujawsko-Pomorskie"
"Wierzchosławice ","Kujawsko-Pomorskie"
"Więcławice","Kujawsko-Pomorskie"
"Więcławice ","Kujawsko-Pomorskie"
"Suchatówka","Kujawsko-Pomorskie"
"Suchatówka ","Kujawsko-Pomorskie"
"Piła Fabryczna","Wielkopolskie"
"Piła Fabryczna ","Wielkopolskie"
"Pasym","Warmińsko-Mazurskie"
"Pasym ","Warmińsko-Mazurskie"
"Marcinkowo","Warmińsko-Mazurskie"
"Marcinkowo ","Warmińsko-Mazurskie"
"Klewki","Warmińsko-Mazurskie"
"Klewki ","Warmińsko-Mazurskie"
"Grom","Warmińsko-Mazurskie"
"Grom ","Warmińsko-Mazurskie"
"Kamień Pomorski","Zachodniopomorskie"
"Kamień Pomorski ","Zachodniopomorskie"
"Piława Górna","Dolnośląskie"
"Piława Górna ","Dolnośląskie"
"Międzylesie","Dolnośląskie"
"Międzylesie ","Dolnośląskie"
"Mikołajki Pomorskie","Pomorskie"
"Mikołajki Pomorskie ","Pomorskie"
"Susz","Warmińsko-Mazurskie"
"Susz ","Warmińsko-Mazurskie"
"Iława Miasto","Warmińsko-Mazurskie"
"Iława Miasto ","Warmińsko-Mazurskie"
"Zaborze","Śląskie"
"Zaborze ","Śląskie"
"Skoczów Bajerki","Śląskie"
"Skoczów Bajerki ","Śląskie"
"Pierściec","Śląskie"
"Pierściec ","Śląskie"
"Włostowo","Wielkopolskie"
"Włostowo ","Wielkopolskie"
"Pępowo","Wielkopolskie"
"Pępowo ","Wielkopolskie"
"Kuklinów","Wielkopolskie"
"Kuklinów ","Wielkopolskie"
"Kobylin","Wielkopolskie"
"Kobylin ","Wielkopolskie"
"Krobia","Wielkopolskie"
"Krobia ","Wielkopolskie"
"Dzierżanów Wielkopolski","Wielkopolskie"
"Dzierżanów Wielkopolski ","Wielkopolskie"
"Czeluścin","Wielkopolskie"
"Czeluścin ","Wielkopolskie"
"Pawłowice","Wielkopolskie"
"Pawłowice ","Wielkopolskie"
"Poniec","Wielkopolskie"
"Poniec ","Wielkopolskie"
"Leszno Grzybowo","Wielkopolskie"
"Leszno Grzybowo ","Wielkopolskie"
"Karzec","Wielkopolskie"
"Karzec ","Wielkopolskie"
"Kąkolewo","Wielkopolskie"
"Kąkolewo ","Wielkopolskie"
"Dzięczyn","Wielkopolskie"
"Dzięczyn ","Wielkopolskie"
"Głowaczewo","Zachodniopomorskie"
"Głowaczewo ","Zachodniopomorskie"
"Lubartów","Lubelskie"
"Lubartów ","Lubelskie"
"Potęgowo","Pomorskie"
"Potęgowo ","Pomorskie"
"Stawno","Pomorskie"
"Stawno ","Pomorskie"
"Jarszewo","Zachodniopomorskie"
"Jarszewo ","Zachodniopomorskie"
"Górki Pomorskie","Pomorskie"
"Górki Pomorskie ","Pomorskie"
"Pogorzelice","Pomorskie"
"Pogorzelice ","Pomorskie"
"Leśnice","Pomorskie"
"Leśnice ","Pomorskie"
"Strzyżyno Słupskie","Pomorskie"
"Strzyżyno Słupskie ","Pomorskie"
"Głuszyno Pomorskie","Pomorskie"
"Głuszyno Pomorskie ","Pomorskie"
"Damnica","Pomorskie"
"Damnica ","Pomorskie"
"Jezierzyce Słupskie","Pomorskie"
"Jezierzyce Słupskie ","Pomorskie"
"Kity","Lubelskie"
"Kity ","Lubelskie"
"Dąbrowa-Łazy","Lubelskie"
"Dąbrowa-Łazy ","Lubelskie"
"Parczew","Lubelskie"
"Parczew ","Lubelskie"
"Lubajny","Warmińsko-Mazurskie"
"Lubajny ","Warmińsko-Mazurskie"
"Sitowa","Warmińsko-Mazurskie"
"Sitowa ","Warmińsko-Mazurskie"
"Ruda Białaczowska","Łódzkie"
"Ruda Białaczowska ","Łódzkie"
"Petrykozy","Łódzkie"
"Petrykozy ","Łódzkie"
"Kornica","Lubelskie"
"Kornica ","Lubelskie"
"Ziemomyśl","Mazowieckie"
"Ziemomyśl ","Mazowieckie"
"Suchy Bór Opolski","Opolskie"
"Suchy Bór Opolski ","Opolskie"
"Morzyca","Opolskie"
"Morzyca ","Opolskie"
"Staniszcze Małe","Opolskie"
"Staniszcze Małe ","Opolskie"
"Dębska Kuźnia","Opolskie"
"Dębska Kuźnia ","Opolskie"
"Tomaszów Mazowiecki Białobrzegi","Łódzkie"
"Tomaszów Mazowiecki Białobrzegi ","Łódzkie"
"Dęba Opoczyńska","Łódzkie"
"Dęba Opoczyńska ","Łódzkie"
"Brzustów","Łódzkie"
"Brzustów ","Łódzkie"
"Antoniów","Łódzkie"
"Antoniów ","Łódzkie"
"Witkowo","Mazowieckie"
"Witkowo ","Mazowieckie"
"Bukowice Trzebnickie","Dolnośląskie"
"Bukowice Trzebnickie ","Dolnośląskie"
"Radzice","Łódzkie"
"Radzice ","Łódzkie"
"Mielec","Podkarpackie"
"Mielec ","Podkarpackie"
"Krośnice","Dolnośląskie"
"Krośnice ","Dolnośląskie"
"Wojsław","Podkarpackie"
"Wojsław ","Podkarpackie"
"Rzochów","Podkarpackie"
"Rzochów ","Podkarpackie"
"Mielec Południowy","Podkarpackie"
"Mielec Południowy ","Podkarpackie"
"Kustrin-Kietz","brak danych (Niemcy)"
"Kustrin-Kietz ","brak danych (Niemcy)"
"Tuszyma","Podkarpackie"
"Tuszyma ","Podkarpackie"
"Rzemień","Podkarpackie"
"Rzemień ","Podkarpackie"
"Pustków","Podkarpackie"
"Pustków ","Podkarpackie"
"Kochanówka Pustków","Podkarpackie"
"Kochanówka Pustków ","Podkarpackie"
"Dąbie koło Dębicy","Podkarpackie"
"Dąbie koło Dębicy ","Podkarpackie"
"Pustynia","Podkarpackie"
"Pustynia ","Podkarpackie"
"Kolonowskie","Opolskie"
"Kolonowskie ","Opolskie"
"Zawadzkie","Opolskie"
"Zawadzkie ","Opolskie"
"Stary Borek","Zachodniopomorskie"
"Stary Borek ","Zachodniopomorskie"
"Karcino","Zachodniopomorskie"
"Karcino ","Zachodniopomorskie"
"Bieczyno Pomorskie","Zachodniopomorskie"
"Bieczyno Pomorskie ","Zachodniopomorskie"
"Kołobrzeg Radzikowo","Zachodniopomorskie"
"Kołobrzeg Radzikowo ","Zachodniopomorskie"
"Lesięcin","Zachodniopomorskie"
"Lesięcin ","Zachodniopomorskie"
"Stary Węgliniec","Dolnośląskie"
"Stary Węgliniec ","Dolnośląskie"
"Bystrzyca Kłodzka Przedmieście","Dolnośląskie"
"Bystrzyca Kłodzka Przedmieście ","Dolnośląskie"
"Jankowa Żagańska","Lubuskie"
"Jankowa Żagańska ","Lubuskie"
"Zygmuntów","Lubelskie"
"Zygmuntów ","Lubelskie"
"Smogorzów Przysuski","Mazowieckie"
"Smogorzów Przysuski ","Mazowieckie"
"Bieliny Opoczyńskie","Łódzkie"
"Bieliny Opoczyńskie ","Łódzkie"
"Byczyna Kluczborska","Opolskie"
"Byczyna Kluczborska ","Opolskie"
"Sołtyków","Świętokrzyskie"
"Sołtyków ","Świętokrzyskie"
"Gilów","Świętokrzyskie"
"Gilów ","Świętokrzyskie"
"Bliżyn","Świętokrzyskie"
"Bliżyn ","Świętokrzyskie"
"Brzask","Świętokrzyskie"
"Brzask ","Świętokrzyskie"
"Wólka Plebańska","Świętokrzyskie"
"Wólka Plebańska ","Świętokrzyskie"
"Skarżysko Milica","Świętokrzyskie"
"Skarżysko Milica ","Świętokrzyskie"
"Wąsosz Konecki","Świętokrzyskie"
"Wąsosz Konecki ","Świętokrzyskie"
"Stąporków","Świętokrzyskie"
"Stąporków ","Świętokrzyskie"
"Kościernica","Zachodniopomorskie"
"Kościernica ","Zachodniopomorskie"
"Czarniecka Góra","Świętokrzyskie"
"Czarniecka Góra ","Świętokrzyskie"
"Świeradów-Zdrój","Dolnośląskie"
"Świeradów-Zdrój ","Dolnośląskie"
"Szlachta","Pomorskie"
"Szlachta ","Pomorskie"
"Gorzanów","Dolnośląskie"
"Gorzanów ","Dolnośląskie"
"Krosnowice Kłodzkie","Dolnośląskie"
"Krosnowice Kłodzkie ","Dolnośląskie"
"Żelisławice","Śląskie"
"Żelisławice ","Śląskie"
"Staropole Częstochowskie","Śląskie"
"Staropole Częstochowskie ","Śląskie"
"Podlesie","Śląskie"
"Podlesie ","Śląskie"
"Lusławice","Śląskie"
"Lusławice ","Śląskie"
"Koniecpol Centrum","Śląskie"
"Koniecpol Centrum ","Śląskie"
"Koniecpol Magdasz","Śląskie"
"Koniecpol Magdasz ","Śląskie"
"Julianka","Śląskie"
"Julianka ","Śląskie"
"Turów","Śląskie"
"Turów ","Śląskie"
"Kusięta Nowe","Śląskie"
"Kusięta Nowe ","Śląskie"
"Sędzice","Dolnośląskie"
"Sędzice ","Dolnośląskie"
"Radliczyce","Dolnośląskie"
"Radliczyce ","Dolnośląskie"
"Skalmierz","Dolnośląskie"
"Skalmierz ","Dolnośląskie"
"Kalisz Winiary","Wielkopolskie"
"Kalisz Winiary ","Wielkopolskie"
"Lasów","Dolnośląskie"
"Lasów ","Dolnośląskie"
"Domaszków","Dolnośląskie"
"Domaszków ","Dolnośląskie"
"Długopole-Zdrój","Dolnośląskie"
"Długopole-Zdrój ","Dolnośląskie"
"Sycze","Podlaskie"
"Sycze ","Podlaskie"
"Nowy Nurzec","Podlaskie"
"Nowy Nurzec ","Podlaskie"
"Fronołów","Podlaskie"
"Fronołów ","Podlaskie"
"Borowiki","Podlaskie"
"Borowiki ","Podlaskie"
"Platerów","Lubelskie"
"Platerów ","Lubelskie"
"Stok Lacki","Mazowieckie"
"Stok Lacki ","Mazowieckie"
"Patków","Mazowieckie"
"Patków ","Mazowieckie"
"Mordy","Mazowieckie"
"Mordy ","Mazowieckie"
"Krzymosze","Mazowieckie"
"Krzymosze ","Mazowieckie"
"Mordy Miasto","Mazowieckie"
"Mordy Miasto ","Mazowieckie"
"Cierpigórz","Mazowieckie"
"Cierpigórz ","Mazowieckie"
"Roztoki Bystrzyckie","Dolnośląskie"
"Roztoki Bystrzyckie ","Dolnośląskie"
"Kamienna Góra","Dolnośląskie"
"Kamienna Góra ","Dolnośląskie"
"Kralovec","brak danych (Czechy)"
"Kralovec ","brak danych (Czechy)"
"Lubawka","Dolnośląskie"
"Lubawka ","Dolnośląskie"
"Błażkowa","Podkarpackie"
"Błażkowa ","Podkarpackie"
"Wojaszówka","Podkarpackie"
"Wojaszówka ","Podkarpackie"
"Wiśniowa","Podkarpackie"
"Wiśniowa ","Podkarpackie"
"Strzyżów Zachodni","Podkarpackie"
"Strzyżów Zachodni ","Podkarpackie"
"Szebnie","Podkarpackie"
"Szebnie ","Podkarpackie"
"Przybówka","Podkarpackie"
"Przybówka ","Podkarpackie"
"Markuszowa","Podkarpackie"
"Markuszowa ","Podkarpackie"
"Kalembina","Podkarpackie"
"Kalembina ","Podkarpackie"
"Jasło Fabryczne","Podkarpackie"
"Jasło Fabryczne ","Podkarpackie"
"Frysztak","Podkarpackie"
"Frysztak ","Podkarpackie"
"Dobrzechów","Podkarpackie"
"Dobrzechów ","Podkarpackie"
"Nowa Ruda","Dolnośląskie"
"Nowa Ruda ","Dolnośląskie"
"Barwałd Średni","Małopolskie"
"Barwałd Średni ","Małopolskie"
"Skwierzyna","Lubuskie"
"Skwierzyna ","Lubuskie"
"Barwałd Górny","Małopolskie"
"Barwałd Górny ","Małopolskie"
"Kalwaria Zebrzydowska","Małopolskie"
"Kalwaria Zebrzydowska ","Małopolskie"
"Międzyrzecz","Lubuskie"
"Międzyrzecz ","Lubuskie"
"Rąbino","Zachodniopomorskie"
"Rąbino ","Zachodniopomorskie"
"Złotów","Wielkopolskie"
"Złotów ","Wielkopolskie"
"Krajenka","Wielkopolskie"
"Krajenka ","Wielkopolskie"
"Susk","Mazowieckie"
"Susk ","Mazowieckie"
"Proboszczewice Płockie","Mazowieckie"
"Proboszczewice Płockie ","Mazowieckie"
"Gozdowo","Mazowieckie"
"Gozdowo ","Mazowieckie"
"Płock Trzepowo","Mazowieckie"
"Płock Trzepowo ","Mazowieckie"
"Miastko","Pomorskie"
"Miastko ","Pomorskie"
"Szczecin Dunikowo","Zachodniopomorskie"
"Szczecin Dunikowo ","Zachodniopomorskie"
"Klecza Górna","Małopolskie"
"Klecza Górna ","Małopolskie"
"Klecza Dolna","Małopolskie"
"Klecza Dolna ","Małopolskie"
"Boleszkowice","Zachodniopomorskie"
"Boleszkowice ","Zachodniopomorskie"
"Jagodzin","Zachodniopomorskie"
"Jagodzin ","Zachodniopomorskie"
"Witnica Chojeńska","Zachodniopomorskie"
"Witnica Chojeńska ","Zachodniopomorskie"
"Godków","Zachodniopomorskie"
"Godków ","Zachodniopomorskie"
"Jawiszowice Jaźnik","Śląskie"
"Jawiszowice Jaźnik ","Śląskie"
"Bielin","Zachodniopomorskie"
"Bielin ","Zachodniopomorskie"
"Brzeszcze Jawiszowice","Śląskie"
"Brzeszcze Jawiszowice ","Śląskie"
"Brzeszcze","Śląskie"
"Brzeszcze ","Śląskie"
"Namyślin","Zachodniopomorskie"
"Namyślin ","Zachodniopomorskie"
"Kaniów","Śląskie"
"Kaniów ","Śląskie"
"Dankowice","Śląskie"
"Dankowice ","Śląskie"
"Biadki","Wielkopolskie"
"Biadki ","Wielkopolskie"
"Ostrów Wielkopolski Gorzyce","Wielkopolskie"
"Ostrów Wielkopolski Gorzyce ","Wielkopolskie"
"Łąkociny","Wielkopolskie"
"Łąkociny ","Wielkopolskie"
"Gorzupia","Wielkopolskie"
"Gorzupia ","Wielkopolskie"
"Daniszyn","Wielkopolskie"
"Daniszyn ","Wielkopolskie"
"Kalisz Pomorski","Zachodniopomorskie"
"Kalisz Pomorski ","Zachodniopomorskie"
"Recz Pomorski","Zachodniopomorskie"
"Recz Pomorski ","Zachodniopomorskie"
"Lutoryż","Podkarpackie"
"Lutoryż ","Podkarpackie"
"Mońki","Podlaskie"
"Mońki ","Podlaskie"
"Osowiec","Podlaskie"
"Osowiec ","Podlaskie"
"Grajewo","Podlaskie"
"Grajewo ","Podlaskie"
"Żegiestów","Małopolskie"
"Żegiestów ","Małopolskie"
"Milik","Małopolskie"
"Milik ","Małopolskie"
"Andrzejówka","Małopolskie"
"Andrzejówka ","Małopolskie"
"Zubrzyk","Małopolskie"
"Zubrzyk ","Małopolskie"
"Zwierzyn","Lubuskie"
"Zwierzyn ","Lubuskie"
"Worowo","Zachodniopomorskie"
"Worowo ","Zachodniopomorskie"
"Czaplinek","Zachodniopomorskie"
"Czaplinek ","Zachodniopomorskie"
"Rutkowice","Zachodniopomorskie"
"Rutkowice ","Zachodniopomorskie"
"Ostrowy","Mazowieckie"
"Ostrowy ","Mazowieckie"
"Piechowice Dolne","Dolnośląskie"
"Piechowice Dolne ","Dolnośląskie"
"Jelenia Góra Przemysłowa","Dolnośląskie"
"Jelenia Góra Przemysłowa ","Dolnośląskie"
"Jelenia Góra Zachodnia","Dolnośląskie"
"Jelenia Góra Zachodnia ","Dolnośląskie"
"Jelenia Góra Orle","Dolnośląskie"
"Jelenia Góra Orle ","Dolnośląskie"
"Tymień","Zachodniopomorskie"
"Tymień ","Zachodniopomorskie"
"Słowienkowo","Zachodniopomorskie"
"Słowienkowo ","Zachodniopomorskie"
"Miłogoszcz","Zachodniopomorskie"
"Miłogoszcz ","Zachodniopomorskie"
"Będzino","Zachodniopomorskie"
"Będzino ","Zachodniopomorskie"
"Lubanice","Zachodniopomorskie"
"Lubanice ","Zachodniopomorskie"
"Skibno","Zachodniopomorskie"
"Skibno ","Zachodniopomorskie"
"Karwice","Zachodniopomorskie"
"Karwice ","Zachodniopomorskie"
"Wiekowo","Zachodniopomorskie"
"Wiekowo ","Zachodniopomorskie"
"Krynica-Zdrój","Małopolskie"
"Krynica-Zdrój ","Małopolskie"
"Muszyna Zdrój","Małopolskie"
"Muszyna Zdrój ","Małopolskie"
"Strzelce Krajeńskie Wschód","Lubuskie"
"Strzelce Krajeńskie Wschód ","Lubuskie"
"Górzyniec","Dolnośląskie"
"Górzyniec ","Dolnośląskie"
"Czarnowęsy Pomorskie","Zachodniopomorskie"
"Czarnowęsy Pomorskie ","Zachodniopomorskie"
"Drawsko Pomorskie","Zachodniopomorskie"
"Drawsko Pomorskie ","Zachodniopomorskie"
"Węgorzyno","Zachodniopomorskie"
"Węgorzyno ","Zachodniopomorskie"
"Złocieniec","Zachodniopomorskie"
"Złocieniec ","Zachodniopomorskie"
"Wołowno","Warmińsko-Mazurskie"
"Wołowno ","Warmińsko-Mazurskie"
"Jonkowo","Warmińsko-Mazurskie"
"Jonkowo ","Warmińsko-Mazurskie"
"Godki","Warmińsko-Mazurskie"
"Godki ","Warmińsko-Mazurskie"
"Gamerki Wielkie","Warmińsko-Mazurskie"
"Gamerki Wielkie ","Warmińsko-Mazurskie"
"Żabi Róg","Warmińsko-Mazurskie"
"Żabi Róg ","Warmińsko-Mazurskie"
"Morąg Kolonia","Warmińsko-Mazurskie"
"Morąg Kolonia ","Warmińsko-Mazurskie"
"Łubowo","Zachodniopomorskie"
"Łubowo ","Zachodniopomorskie"
"Kozia Góra","Zachodniopomorskie"
"Kozia Góra ","Zachodniopomorskie"
"Karlino","Zachodniopomorskie"
"Karlino ","Zachodniopomorskie"
"Jankowo Pomorskie","Zachodniopomorskie"
"Jankowo Pomorskie ","Zachodniopomorskie"
"Silnowo","Zachodniopomorskie"
"Silnowo ","Zachodniopomorskie"
"Nowogród Bobrzański","Lubuskie"
"Nowogród Bobrzański ","Lubuskie"
"Będźmierowice","Pomorskie"
"Będźmierowice ","Pomorskie"
"Ostrowite koło Jabłonowa","Kujawsko-Pomorskie"
"Ostrowite koło Jabłonowa ","Kujawsko-Pomorskie"
"Lipinki","Kujawsko-Pomorskie"
"Lipinki ","Kujawsko-Pomorskie"
"Jamielnik","Kujawsko-Pomorskie"
"Jamielnik ","Kujawsko-Pomorskie"
"Biskupiec Pomorski","Kujawsko-Pomorskie"
"Biskupiec Pomorski ","Kujawsko-Pomorskie"
"Okonek","Wielkopolskie"
"Okonek ","Wielkopolskie"
"Wałcz","Zachodniopomorskie"
"Wałcz ","Zachodniopomorskie"
"Tuczno Krajeńskie","Zachodniopomorskie"
"Tuczno Krajeńskie ","Zachodniopomorskie"
"Mikłasze","Podlaskie"
"Mikłasze ","Podlaskie"
"Stare Berezowo","Podlaskie"
"Stare Berezowo ","Podlaskie"
"Morze","Podlaskie"
"Morze ","Podlaskie"
"Orlanka","Podlaskie"
"Orlanka ","Podlaskie"
"Chytra","Podlaskie"
"Chytra ","Podlaskie"
"Silno","Kujawsko-Pomorskie"
"Silno ","Kujawsko-Pomorskie"
"Żalno","Kujawsko-Pomorskie"
"Żalno ","Kujawsko-Pomorskie"
"Piastoszyn","Kujawsko-Pomorskie"
"Piastoszyn ","Kujawsko-Pomorskie"
"Racławki","Kujawsko-Pomorskie"
"Racławki ","Kujawsko-Pomorskie"
"Wschowa","Lubuskie"
"Wschowa ","Lubuskie"
"Lasocice","Lubuskie"
"Lasocice ","Lubuskie"
"Stramnica","Zachodniopomorskie"
"Stramnica ","Zachodniopomorskie"
"Dygowo","Zachodniopomorskie"
"Dygowo ","Zachodniopomorskie"
"Wrzosowo","Zachodniopomorskie"
"Wrzosowo ","Zachodniopomorskie"
"Jazy","Zachodniopomorskie"
"Jazy ","Zachodniopomorskie"
"Daszewo","Zachodniopomorskie"
"Daszewo ","Zachodniopomorskie"
"Ptusza","Zachodniopomorskie"
"Ptusza ","Zachodniopomorskie"
"Płytnica","Zachodniopomorskie"
"Płytnica ","Zachodniopomorskie"
"Kowalów","Lubuskie"
"Kowalów ","Lubuskie"
"Stara Łubianka","Wielkopolskie"
"Stara Łubianka ","Wielkopolskie"
"Górzyca","Lubuskie"
"Górzyca ","Lubuskie"
"Koźla Kożuchowska","Lubuskie"
"Koźla Kożuchowska ","Lubuskie"
"Bogaczów","Lubuskie"
"Bogaczów ","Lubuskie"
"Lotyń","Zachodniopomorskie"
"Lotyń ","Zachodniopomorskie"
"Turowo Pomorskie","Zachodniopomorskie"
"Turowo Pomorskie ","Zachodniopomorskie"
"Korsze","Warmińsko-Mazurskie"
"Korsze ","Warmińsko-Mazurskie"
"Czerwonka","Warmińsko-Mazurskie"
"Czerwonka ","Warmińsko-Mazurskie"
"Barczewo","Warmińsko-Mazurskie"
"Barczewo ","Warmińsko-Mazurskie"
"Wierzbowa Śląska","Dolnośląskie"
"Wierzbowa Śląska ","Dolnośląskie"
"Modła","Dolnośląskie"
"Modła ","Dolnośląskie"
"Leszno Górne","Dolnośląskie"
"Leszno Górne ","Dolnośląskie"
"Brokęcino","Zachodniopomorskie"
"Brokęcino ","Zachodniopomorskie"
"Wipsowo","Warmińsko-Mazurskie"
"Wipsowo ","Warmińsko-Mazurskie"
"Sątopy-Samulewo","Warmińsko-Mazurskie"
"Sątopy-Samulewo ","Warmińsko-Mazurskie"
"Nikielkowo","Warmińsko-Mazurskie"
"Nikielkowo ","Warmińsko-Mazurskie"
"Łęgajny","Warmińsko-Mazurskie"
"Łęgajny ","Warmińsko-Mazurskie"
"Kolno","Warmińsko-Mazurskie"
"Kolno ","Warmińsko-Mazurskie"
"Górowo","Warmińsko-Mazurskie"
"Górowo ","Warmińsko-Mazurskie"
"Łankiejmy","Warmińsko-Mazurskie"
"Łankiejmy ","Warmińsko-Mazurskie"
"Lubicz","Kujawsko-Pomorskie"
