Województwo;Rok;Zmienna;Wartoœæ
podkarpackie;2018;Moc zainstalowana elektryczna: ogó³em (MW);1093,648
podkarpackie;2018;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);463,47
podkarpackie;2018;Moc osi¹galna elektryczna: ogó³em (MW);1060,143
podkarpackie;2018;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);429,87
podkarpackie;2018;Produkcja energii elektrycznej: ogó³em (GWh);2461,981732
podkarpackie;2018;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";568,77
podkarpackie;2019;Moc zainstalowana elektryczna: ogó³em (MW);1175,689
podkarpackie;2019;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);543,84
podkarpackie;2019;Moc osi¹galna elektryczna: ogó³em (MW);1141,624
podkarpackie;2019;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);510,56
podkarpackie;2019;Produkcja energii elektrycznej: ogó³em (GWh);2740,139525
podkarpackie;2019;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";658,89
podkarpackie;2020;Moc zainstalowana elektryczna: ogó³em (MW);1823,008
podkarpackie;2020;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);732,06
podkarpackie;2020;Moc osi¹galna elektryczna: ogó³em (MW);1798,228
podkarpackie;2020;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);698,96
podkarpackie;2020;Produkcja energii elektrycznej: ogó³em (GWh);3409,885362
podkarpackie;2020;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";783,81
podkarpackie;2021;Moc zainstalowana elektryczna: ogó³em (MW);2028,805
podkarpackie;2021;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);933,376
podkarpackie;2021;Moc osi¹galna elektryczna: ogó³em (MW);1736,9
podkarpackie;2021;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);900,451
podkarpackie;2021;Produkcja energii elektrycznej: ogó³em (GWh);4338,724471
podkarpackie;2021;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";787,924361
Podkarpackie;2022;Moc zainstalowana elektryczna: ogó³em (MW);1862,98006
Podkarpackie;2022;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);1077,563
Podkarpackie;2022;Moc osi¹galna elektryczna: ogó³em (MW);1857,80006
Podkarpackie;2022;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);1076,463
Podkarpackie;2022;Produkcja energii elektrycznej: ogó³em (GWh);2157,371364
Podkarpackie;2022;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";1067,537175
Podkarpackie;2023;Moc zainstalowana elektryczna: ogó³em (MW);2083,767
Podkarpackie;2023;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);1298,378
Podkarpackie;2023;Moc osi¹galna elektryczna: ogó³em (MW);2076,887
Podkarpackie;2023;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);1297,278
Podkarpackie;2023;Produkcja energii elektrycznej: ogó³em (GWh);3487,158493
Podkarpackie;2023;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";888,723677
podlaskie;2015;Moc zainstalowana elektryczna: ogó³em (MW);446,428
podlaskie;2015;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);295,32
podlaskie;2015;Moc osi¹galna elektryczna: ogó³em (MW);399,228
podlaskie;2015;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);273,42
podlaskie;2015;Produkcja energii elektrycznej: ogó³em (GWh);1213,6582
podlaskie;2015;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";850,73
podlaskie;2016;Moc zainstalowana elektryczna: ogó³em (MW);450,007
podlaskie;2016;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);304,3
podlaskie;2016;Moc osi¹galna elektryczna: ogó³em (MW);402,807
podlaskie;2016;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);282,4
podlaskie;2016;Produkcja energii elektrycznej: ogó³em (GWh);1226,9084
podlaskie;2016;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";815,32
podlaskie;2017;Moc zainstalowana elektryczna: ogó³em (MW);460,112
podlaskie;2017;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);290,93
podlaskie;2017;Moc osi¹galna elektryczna: ogó³em (MW);412,912
podlaskie;2017;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);285,93
podlaskie;2017;Produkcja energii elektrycznej: ogó³em (GWh);1186,142821
podlaskie;2017;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";648,97
podlaskie;2018;Moc zainstalowana elektryczna: ogó³em (MW);468,787
podlaskie;2018;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);297,61
podlaskie;2018;Moc osi¹galna elektryczna: ogó³em (MW);421,587
podlaskie;2018;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);292,51
podlaskie;2018;Produkcja energii elektrycznej: ogó³em (GWh);1051,207326
podlaskie;2018;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";717,53
podlaskie;2019;Moc zainstalowana elektryczna: ogó³em (MW);530,297
podlaskie;2019;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);379,8
podlaskie;2019;Moc osi¹galna elektryczna: ogó³em (MW);482,597
podlaskie;2019;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);357,42
podlaskie;2019;Produkcja energii elektrycznej: ogó³em (GWh);1297,187244
podlaskie;2019;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";975,61
podlaskie;2020;Moc zainstalowana elektryczna: ogó³em (MW);636,486
podlaskie;2020;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);485,99
podlaskie;2020;Moc osi¹galna elektryczna: ogó³em (MW);587,886
podlaskie;2020;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);463,51
podlaskie;2020;Produkcja energii elektrycznej: ogó³em (GWh);1306,661835
podlaskie;2020;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";1047,56
podlaskie;2021;Moc zainstalowana elektryczna: ogó³em (MW);824,707
podlaskie;2021;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);676,209
podlaskie;2021;Moc osi¹galna elektryczna: ogó³em (MW);776,907
podlaskie;2021;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);653,729
podlaskie;2021;Produkcja energii elektrycznej: ogó³em (GWh);1445,576734
podlaskie;2021;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";1068,516144
Podlaskie;2022;Moc zainstalowana elektryczna: ogó³em (MW);994,18716
Podlaskie;2022;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);841,818
Podlaskie;2022;Moc osi¹galna elektryczna: ogó³em (MW);946,18716
Podlaskie;2022;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);819,338
Podlaskie;2022;Produkcja energii elektrycznej: ogó³em (GWh);1605,707937
Podlaskie;2022;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";1290,04277
Podlaskie;2023;Moc zainstalowana elektryczna: ogó³em (MW);1235,989
Podlaskie;2023;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);1082,541
Podlaskie;2023;Moc osi¹galna elektryczna: ogó³em (MW);1187,789
Podlaskie;2023;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);1060,061
Podlaskie;2023;Produkcja energii elektrycznej: ogó³em (GWh);2002,342407
Podlaskie;2023;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";1709,64138
pomorskie;2015;Moc zainstalowana elektryczna: ogó³em (MW);1768,793
pomorskie;2015;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);569,19
pomorskie;2015;Moc osi¹galna elektryczna: ogó³em (MW);1789,357
pomorskie;2015;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);568,66
pomorskie;2015;Produkcja energii elektrycznej: ogó³em (GWh);4232,2908
pomorskie;2015;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";1949,25
pomorskie;2016;Moc zainstalowana elektryczna: ogó³em (MW);1931,395
pomorskie;2016;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);733,9
pomorskie;2016;Moc osi¹galna elektryczna: ogó³em (MW);1950,049
pomorskie;2016;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);731,45
pomorskie;2016;Produkcja energii elektrycznej: ogó³em (GWh);4464,977143
pomorskie;2016;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";2225,46
pomorskie;2017;Moc zainstalowana elektryczna: ogó³em (MW);1971,664
pomorskie;2017;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);738,06
pomorskie;2017;Moc osi¹galna elektryczna: ogó³em (MW);1943,738
pomorskie;2017;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);725,12
pomorskie;2017;Produkcja energii elektrycznej: ogó³em (GWh);4533,600519
pomorskie;2017;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";2425,19
pomorskie;2018;Moc zainstalowana elektryczna: ogó³em (MW);1995,715
pomorskie;2018;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);762,05
pomorskie;2018;Moc osi¹galna elektryczna: ogó³em (MW);1965,762
pomorskie;2018;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);747,12
pomorskie;2018;Produkcja energii elektrycznej: ogó³em (GWh);4104,892099
pomorskie;2018;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";2104,18
pomorskie;2019;Moc zainstalowana elektryczna: ogó³em (MW);2045,571
pomorskie;2019;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);811,74
pomorskie;2019;Moc osi¹galna elektryczna: ogó³em (MW);2021,722
pomorskie;2019;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);802,88
pomorskie;2019;Produkcja energii elektrycznej: ogó³em (GWh);4686,09209
pomorskie;2019;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";2430,31
pomorskie;2020;Moc zainstalowana elektryczna: ogó³em (MW);2321,854
pomorskie;2020;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);1078,02
pomorskie;2020;Moc osi¹galna elektryczna: ogó³em (MW);2292,069
pomorskie;2020;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);1069,23
pomorskie;2020;Produkcja energii elektrycznej: ogó³em (GWh);5177,282444
pomorskie;2020;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";2928,76
pomorskie;2021;Moc zainstalowana elektryczna: ogó³em (MW);2823,331
pomorskie;2021;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);1579,861
pomorskie;2021;Moc osi¹galna elektryczna: ogó³em (MW);2771,346
pomorskie;2021;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);1550,466
pomorskie;2021;Produkcja energii elektrycznej: ogó³em (GWh);5628,157982
pomorskie;2021;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";3377,265043
Pomorskie;2022;Moc zainstalowana elektryczna: ogó³em (MW);3368,86512
Pomorskie;2022;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);2105,41
Pomorskie;2022;Moc osi¹galna elektryczna: ogó³em (MW);3257,46512
Pomorskie;2022;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);2018,4
Pomorskie;2022;Produkcja energii elektrycznej: ogó³em (GWh);6323,114098
Pomorskie;2022;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";4037,364498
Pomorskie;2023;Moc zainstalowana elektryczna: ogó³em (MW);3658,44232
Pomorskie;2023;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);2396,679
Pomorskie;2023;Moc osi¹galna elektryczna: ogó³em (MW);3535,35732
Pomorskie;2023;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);2299,284
Pomorskie;2023;Produkcja energii elektrycznej: ogó³em (GWh);7003,612327
Pomorskie;2023;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";4504,94088
œl¹skie;2015;Moc zainstalowana elektryczna: ogó³em (MW);7296,683
œl¹skie;2015;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);193,46
œl¹skie;2015;Moc osi¹galna elektryczna: ogó³em (MW);7214,846
œl¹skie;2015;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);188,42
œl¹skie;2015;Produkcja energii elektrycznej: ogó³em (GWh);27562,2422
œl¹skie;2015;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";1597,46
œl¹skie;2016;Moc zainstalowana elektryczna: ogó³em (MW);7294,302
œl¹skie;2016;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);198,08
œl¹skie;2016;Moc osi¹galna elektryczna: ogó³em (MW);7189,996
œl¹skie;2016;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);196,07
œl¹skie;2016;Produkcja energii elektrycznej: ogó³em (GWh);27247,17739
œl¹skie;2016;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";1118,01
œl¹skie;2017;Moc zainstalowana elektryczna: ogó³em (MW);7358,157
œl¹skie;2017;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);211,78
œl¹skie;2017;Moc osi¹galna elektryczna: ogó³em (MW);7218,65
œl¹skie;2017;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);206,9
œl¹skie;2017;Produkcja energii elektrycznej: ogó³em (GWh);27834,15031
œl¹skie;2017;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";789,69
œl¹skie;2018;Moc zainstalowana elektryczna: ogó³em (MW);7306,605
œl¹skie;2018;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);234,3
œl¹skie;2018;Moc osi¹galna elektryczna: ogó³em (MW);7178,197
œl¹skie;2018;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);228,85
œl¹skie;2018;Produkcja energii elektrycznej: ogó³em (GWh);24905,92371
œl¹skie;2018;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";765,61
œl¹skie;2019;Moc zainstalowana elektryczna: ogó³em (MW);7550,2
œl¹skie;2019;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);313,16
œl¹skie;2019;Moc osi¹galna elektryczna: ogó³em (MW);7432,774
œl¹skie;2019;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);310,41
œl¹skie;2019;Produkcja energii elektrycznej: ogó³em (GWh);21556,7536
œl¹skie;2019;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";947,75
œl¹skie;2020;Moc zainstalowana elektryczna: ogó³em (MW);8693,52
œl¹skie;2020;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);567,78
œl¹skie;2020;Moc osi¹galna elektryczna: ogó³em (MW);8542,967
œl¹skie;2020;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);564,67
œl¹skie;2020;Produkcja energii elektrycznej: ogó³em (GWh);19847,32081
œl¹skie;2020;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";1469,39
œl¹skie;2021;Moc zainstalowana elektryczna: ogó³em (MW);9110,243
œl¹skie;2021;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);1001,717
œl¹skie;2021;Moc osi¹galna elektryczna: ogó³em (MW);8490,365
œl¹skie;2021;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);991,681
œl¹skie;2021;Produkcja energii elektrycznej: ogó³em (GWh);24872,85508
œl¹skie;2021;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";1664,881189
Œl¹skie;2022;Moc zainstalowana elektryczna: ogó³em (MW);8501,5307
Œl¹skie;2022;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);1376,661
Œl¹skie;2022;Moc osi¹galna elektryczna: ogó³em (MW);8332,4157
Œl¹skie;2022;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);1366,388
Œl¹skie;2022;Produkcja energii elektrycznej: ogó³em (GWh);23648,2726
Œl¹skie;2022;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";2242,472542
Œl¹skie;2023;Moc zainstalowana elektryczna: ogó³em (MW);8958,142
Œl¹skie;2023;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);1782,527
Œl¹skie;2023;Moc osi¹galna elektryczna: ogó³em (MW);8780,637
Œl¹skie;2023;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);1765,161
Œl¹skie;2023;Produkcja energii elektrycznej: ogó³em (GWh);19620,90264
Œl¹skie;2023;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";2308,781651
œwiêtokrzyskie;2015;Moc zainstalowana elektryczna: ogó³em (MW);1876,802
œwiêtokrzyskie;2015;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);254,55
œwiêtokrzyskie;2015;Moc osi¹galna elektryczna: ogó³em (MW);1916,302
œwiêtokrzyskie;2015;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);244,54
œwiêtokrzyskie;2015;Produkcja energii elektrycznej: ogó³em (GWh);9898,6325
œwiêtokrzyskie;2015;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";2717,2
œwiêtokrzyskie;2016;Moc zainstalowana elektryczna: ogó³em (MW);1890,183
œwiêtokrzyskie;2016;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);270,22
œwiêtokrzyskie;2016;Moc osi¹galna elektryczna: ogó³em (MW);1935,183
œwiêtokrzyskie;2016;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);265,22
œwiêtokrzyskie;2016;Produkcja energii elektrycznej: ogó³em (GWh);11322,46011
œwiêtokrzyskie;2016;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";2343,14
œwiêtokrzyskie;2017;Moc zainstalowana elektryczna: ogó³em (MW);1896,855
œwiêtokrzyskie;2017;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);276,98
œwiêtokrzyskie;2017;Moc osi¹galna elektryczna: ogó³em (MW);1941,855
œwiêtokrzyskie;2017;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);271,97
œwiêtokrzyskie;2017;Produkcja energii elektrycznej: ogó³em (GWh);10164,78204
œwiêtokrzyskie;2017;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";2068,59
œwiêtokrzyskie;2018;Moc zainstalowana elektryczna: ogó³em (MW);1909,197
œwiêtokrzyskie;2018;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);289,31
œwiêtokrzyskie;2018;Moc osi¹galna elektryczna: ogó³em (MW);1954,197
œwiêtokrzyskie;2018;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);284,3
œwiêtokrzyskie;2018;Produkcja energii elektrycznej: ogó³em (GWh);11213,07816
œwiêtokrzyskie;2018;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";1822,12
œwiêtokrzyskie;2019;Moc zainstalowana elektryczna: ogó³em (MW);1952,143
œwiêtokrzyskie;2019;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);332,05
œwiêtokrzyskie;2019;Moc osi¹galna elektryczna: ogó³em (MW);1997,143
œwiêtokrzyskie;2019;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);327,04
œwiêtokrzyskie;2019;Produkcja energii elektrycznej: ogó³em (GWh);9577,79121
œwiêtokrzyskie;2019;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";2023,96
œwiêtokrzyskie;2020;Moc zainstalowana elektryczna: ogó³em (MW);2037,747
œwiêtokrzyskie;2020;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);417,56
œwiêtokrzyskie;2020;Moc osi¹galna elektryczna: ogó³em (MW);2082,647
œwiêtokrzyskie;2020;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);412,55
œwiêtokrzyskie;2020;Produkcja energii elektrycznej: ogó³em (GWh);7126,798204
œwiêtokrzyskie;2020;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";2112,9
œwiêtokrzyskie;2021;Moc zainstalowana elektryczna: ogó³em (MW);2209,477
œwiêtokrzyskie;2021;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);541,426
œwiêtokrzyskie;2021;Moc osi¹galna elektryczna: ogó³em (MW);2229,171
œwiêtokrzyskie;2021;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);536,411
œwiêtokrzyskie;2021;Produkcja energii elektrycznej: ogó³em (GWh);8880,735726
œwiêtokrzyskie;2021;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";2290,129252
Œwiêtokrzyskie;2022;Moc zainstalowana elektryczna: ogó³em (MW);2372,13508
Œwiêtokrzyskie;2022;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);703,965
Œwiêtokrzyskie;2022;Moc osi¹galna elektryczna: ogó³em (MW);2391,27208
Œwiêtokrzyskie;2022;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);698,693
Œwiêtokrzyskie;2022;Produkcja energii elektrycznej: ogó³em (GWh);9787,637602
Œwiêtokrzyskie;2022;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";2035,494202
Œwiêtokrzyskie;2023;Moc zainstalowana elektryczna: ogó³em (MW);2210,95156
Œwiêtokrzyskie;2023;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);539,947
Œwiêtokrzyskie;2023;Moc osi¹galna elektryczna: ogó³em (MW);2227,66356
Œwiêtokrzyskie;2023;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);532,15
Œwiêtokrzyskie;2023;Produkcja energii elektrycznej: ogó³em (GWh);7781,994201
Œwiêtokrzyskie;2023;"Produkcja energii elektrycznej: OZE (w tym elektrownie wodne z cz³onami pompowymi; ³¹cznie ze wspó³spalaniem) (GWh)";2226,806204
warmiñsko-mazurskie;2015;Moc zainstalowana elektryczna: ogó³em (MW);447,692
warmiñsko-mazurskie;2015;Moc zainstalowana elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);372,49
warmiñsko-mazurskie;2015;Moc osi¹galna elektryczna: ogó³em (MW);436,098
warmiñsko-mazurskie;2015;Moc osi¹galna elektryczna: OZE (w tym elektrownie wodne z cz³onami pompowymi) (MW);370,4
warmiñsko-mazurskie;2015;Produkcja energii elektrycznej: ogó³em (GWh);1146,9556
