TERYT,Województwo,Powiat,Gmina,OGÓŁEM,Podpowierzchniowy,Pokrywy gleby,Całkowity drzew,Pojedyncze drzewo
320804,zachodniopomorskie,kołobrzeski,Kołobrzeg,0,0,0,0,0
320805,zachodniopomorskie,kołobrzeski,Rymań,2,0,2,0,0
320806,zachodniopomorskie,kołobrzeski,Siemyśl,1,0,1,0,0
320807,zachodniopomorskie,kołobrzeski,Ustronie Morskie,0,0,0,0,0
320901,zachodniopomorskie,koszaliński,Będzino,0,0,0,0,0
320902,zachodniopomorskie,koszaliński,Biesiekierz,0,0,0,0,0
320903,zachodniopomorskie,koszaliński,Bobolice,1,0,1,0,0
320904,zachodniopomorskie,koszaliński,Manowo,1,1,0,0,0
320905,zachodniopomorskie,koszaliński,Mielno,0,0,0,0,0
320906,zachodniopomorskie,koszaliński,Polanów,0,0,0,0,0
320907,zachodniopomorskie,koszaliński,Sianów,4,0,4,0,0
320908,zachodniopomorskie,koszaliński,Świeszyno,1,0,1,0,0
321001,zachodniopomorskie,myśliborski,Barlinek,1,0,0,0,1
321002,zachodniopomorskie,myśliborski,Boleszkowice,5,0,4,1,0
321003,zachodniopomorskie,myśliborski,Dębno,3,0,2,0,1
321004,zachodniopomorskie,myśliborski,Myślibórz,0,0,0,0,0
321005,zachodniopomorskie,myśliborski,Nowogródek Pomorski,2,1,1,0,0
321101,zachodniopomorskie,policki,Dobra (Szczecińska),1,0,1,0,0
321102,zachodniopomorskie,policki,Kołbaskowo,4,0,3,0,1
321103,zachodniopomorskie,policki,Nowe Warpno,5,1,4,0,0
321104,zachodniopomorskie,policki,Police,8,1,7,0,0
321201,zachodniopomorskie,pyrzycki,Bielice,0,0,0,0,0
321202,zachodniopomorskie,pyrzycki,Kozielice,0,0,0,0,0
321203,zachodniopomorskie,pyrzycki,Lipiany,0,0,0,0,0
321204,zachodniopomorskie,pyrzycki,Przelewice,0,0,0,0,0
321205,zachodniopomorskie,pyrzycki,Pyrzyce,0,0,0,0,0
321206,zachodniopomorskie,pyrzycki,Warnice,0,0,0,0,0
321301,zachodniopomorskie,sławieński,Darłowo,0,0,0,0,0
321302,zachodniopomorskie,sławieński,Sławno,0,0,0,0,0
321303,zachodniopomorskie,sławieński,Darłowo,0,0,0,0,0
321304,zachodniopomorskie,sławieński,Malechowo,0,0,0,0,0
321305,zachodniopomorskie,sławieński,Postomino,0,0,0,0,0
321306,zachodniopomorskie,sławieński,Sławno,1,1,0,0,0
321401,zachodniopomorskie,stargardzki,Stargard,1,0,0,0,1
321402,zachodniopomorskie,stargardzki,Chociwel,0,0,0,0,0
321403,zachodniopomorskie,stargardzki,Dobrzany,1,0,1,0,0
321404,zachodniopomorskie,stargardzki,Dolice,1,0,1,0,0
321405,zachodniopomorskie,stargardzki,Ińsko,0,0,0,0,0
321406,zachodniopomorskie,stargardzki,Kobylanka,1,0,1,0,0
321408,zachodniopomorskie,stargardzki,Marianowo,0,0,0,0,0
321409,zachodniopomorskie,stargardzki,Stara Dąbrowa,0,0,0,0,0
321410,zachodniopomorskie,stargardzki,Stargard,1,0,1,0,0
321411,zachodniopomorskie,stargardzki,Suchań,0,0,0,0,0
321501,zachodniopomorskie,szczecinecki,Szczecinek,0,0,0,0,0
321502,zachodniopomorskie,szczecinecki,Barwice,1,0,1,0,0
321503,zachodniopomorskie,szczecinecki,Biały Bór,1,0,1,0,0
321504,zachodniopomorskie,szczecinecki,Borne Sulinowo,3,0,3,0,0
321505,zachodniopomorskie,szczecinecki,Grzmiąca,2,0,2,0,0
321506,zachodniopomorskie,szczecinecki,Szczecinek,1,0,1,0,0
321601,zachodniopomorskie,świdwiński,Świdwin,0,0,0,0,0
321602,zachodniopomorskie,świdwiński,Brzeżno,1,0,1,0,0
321603,zachodniopomorskie,świdwiński,Połczyn-Zdrój,2,0,2,0,0
321604,zachodniopomorskie,świdwiński,Rąbino,0,0,0,0,0
321605,zachodniopomorskie,świdwiński,Sławoborze,0,0,0,0,0
321606,zachodniopomorskie,świdwiński,Świdwin,3,0,2,0,1
321701,zachodniopomorskie,wałecki,Wałcz,0,0,0,0,0
321702,zachodniopomorskie,wałecki,Człopa,1,0,0,1,0
321703,zachodniopomorskie,wałecki,Mirosławiec,1,0,1,0,0
321704,zachodniopomorskie,wałecki,Tuczno,0,0,0,0,0
321705,zachodniopomorskie,wałecki,Wałcz,6,1,5,0,0
321801,zachodniopomorskie,łobeski,Dobra,0,0,0,0,0
321802,zachodniopomorskie,łobeski,Łobez,1,0,1,0,0
321803,zachodniopomorskie,łobeski,Radowo Małe,1,0,1,0,0
321804,zachodniopomorskie,łobeski,Resko,0,0,0,0,0
321805,zachodniopomorskie,łobeski,Węgorzyno,0,0,0,0,0
326101,zachodniopomorskie,Koszalin,Koszalin,3,0,3,0,0
326201,zachodniopomorskie,Szczecin,Szczecin,9,1,6,0,2
326301,zachodniopomorskie,Świnoujście,Świnoujście,15,0,14,0,1
